1.18547E+17,TSI-AB-Hyderabad-Balanagar X Roads,Lobby Camera 1,IVIS2624C1,TSI-AB,5/12/2019 10:38,Team Member,Metal_UPS,False Activity,0d 0h 0m 40s
1.18547E+17,IDFC-BP-Goa-Milroc Lar Menezes,Entrance,IVIS5628C4,IDFC,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 27s
1.18547E+17,SBI-Lucknow-Kanpur-Keshavpuram,Lobby,IVIS10159C1,SBI-Lucknow,5/12/2019 10:38,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 32s
1.18547E+17,CBI-MP-Bhopal-Gulmohar P O Onsite,Lobby,IVIS8601C1,CBI,5/12/2019 10:38,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 14s
1.18547E+17,SBI-Amaravati-Rayachoti-Ramalayam,Lobby Camera 1,IVIS2609C1,SBI-Amaravati,5/12/2019 10:38,Team Member,GUARD_TOUR,False Activity,0d 0h 0m 51s
1.18547E+17,JFS-MH-Pune-Nigadi,Bank Teller & Bank Vault,IVIS8272C1,JFS,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 40s
1.18547E+17,JFS-MH-Pune-Nigadi,Bank Teller,IVIS8272C3,JFS,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 25s
1.18547E+17,TSI-AB Madina Hussaini Alam Charminar,Lobby Camera 1,IVIS2714C1,TSI-AB,5/12/2019 10:38,Manual Wall,GUARD_TOUR,Slow Site/Not Playing,0d 0h 0m 43s
1.18547E+17,JFS-MP-Bhopal-Gwalior1,Lobby,IVIS5594C2,JFS,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 24s
1.18547E+17,JFS-MH-Pune-Nigadi,GL Desk,IVIS8272C5,JFS,5/12/2019 10:38,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 39s
1.18547E+17,IDFC-BP-MH-Mum-Glamcent Chembur,Entrance-1,IVIS5099C2,IDFC,5/12/2019 10:38,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 28s
1.18547E+17,IDFC-BP-MH-Mum-Siddhi Vinayak Temple Prabhadevi,ATM Lobby,IVIS5100C3,IDFC,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 32s
1.18547E+17,SBI-Mumbai-Amravati-Jamnekar Market,Lobby Camera 1,IVIS3757C1,SBI-MUMBAI,5/12/2019 10:38,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 29s
1.18547E+17,SBI-Lucknow-Kanpur-Ganga Vihar Colony,Lobby,IVIS10126C1,SBI-Lucknow,5/12/2019 10:38,Team Member,Loitering,ATM Transaction,0d 0h 1m 35s
1.18547E+17,BOB-Delhi-Kanjhawala Lambardar Market Onsite,Pinhole,IVIS6588C2,BOB,5/12/2019 10:38,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 19s
1.18547E+17,IDFC-BP-TS-Hyd-Raj Bhavan Rd Somajiguda,ATM Lobby,IVIS8319C2,IDFC,5/12/2019 10:38,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 34s
1.18547E+17,SBI-Bhopal-Jabalpur-Gwarighat Road,Lobby Camera 2,IVIS4081C2,SBI-Bhopal,5/12/2019 10:38,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 19s
1.18547E+17,IDFC-BP-KTK-Koramagala,ATM Lobby,IVIS6111C5,IDFC,5/12/2019 10:38,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 29s
1.18547E+17,TSI-AB-Hyderabad-Ring Road Branch Karmanghat,Lobby Camera 1,IVIS4191C1,TSI-AB,5/12/2019 10:38,Manual Wall,Smoke,No threat perceived,0d 0h 1m 27s
1.18547E+17,CBI-GJ-Surat-Gangadhara Branch,Lobby Camera 1,IVIS5679C1,CBI,5/12/2019 10:38,Team Member,Fire Smoke Sensor,ATM Transaction,0d 0h 0m 47s
1.18547E+17,SBI-Lucknow-Mirzapur-Bawli Chouraha,Lobby,IVIS10184C1,SBI-Lucknow,5/12/2019 10:38,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 29s
1.18547E+17,SBI-Lucknow-Allahabad-Muratganj Branch,Lobby Camera 1,IVIS3653C1,SBI-Lucknow,5/12/2019 10:38,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 25s
1.18547E+17,IDFC-BB-GJ-Idar,Teller,IVIS5406C2,IDFC,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 32s
1.18547E+17,SBI-Bhopal-Jabalpur-Karmeta,Lobby Camera 1,IVIS4067C1,SBI-Bhopal,5/12/2019 10:38,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 18s
1.18547E+17,IDFC-BP-MH-Mumbai-Malad,ATM Lobby,IVIS8349C2,IDFC,5/12/2019 10:38,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 43s
1.18547E+17,SBI-Lucknow-Kanpur-Army Chouraha Fatehgarh,Lobby Camera 2,IVIS3837C2,SBI-Lucknow,5/12/2019 10:38,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 17s
1.18547E+17,SBI-Lucknow-Bareilly-Nainital Drop Waip Fact,Lobby,IVIS10069C1,SBI-Lucknow,5/12/2019 10:38,Team Member,Helmet,Guard/Staff On Site,0d 0h 1m 45s
1.18547E+17,SBI-Lucknow-Moradabad-Deputy Gunj Chouraha,Lobby,IVIS10072C1,SBI-Lucknow,5/12/2019 10:38,Team Member,Loitering,ATM Transaction,0d 0h 1m 45s
1.18547E+17,JFS-MH-Nanded 2,Entrance & Lobby,IVIS8289C2,JFS,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 36s
1.18547E+17,SBI-Amaravati-Rajahmundry-Syamala Theatre,Lobby Camera 1,IVIS4743C1,SBI-Amaravati,5/12/2019 10:38,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 23s
1.18547E+17,JFS-TN-Trichy-Ramalinga Nagar,Gold Teller,IVIS5539C3,JFS,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 14s
1.18547E+17,IDFC-BB-KTK-Betadur,Teller,IVIS5124C1,IDFC,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 33s
1.18547E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:38,Team Member,Video Loss,ATM Transaction,0d 0h 0m 17s
1.18547E+17,IDFC-BP-KTK-Whitefields,ATM Lobby,IVIS6876C6,IDFC,5/12/2019 10:38,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 37s
1.18547E+17,SBI-Lucknow-Bareilly-Nainital Drop Waip Fact,Lobby,IVIS10069C1,SBI-Lucknow,5/12/2019 10:38,Team Member,Crowd,Guard/Staff On Site,0d 0h 1m 51s
1.18547E+17,BOB-TS-Hyd-Dilsukhnagar Offsite,Pinhole,IVIS7072C2,BOB,5/12/2019 10:38,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 53s
1.18547E+17,IDFC-BP-MH-Mum-Borivali,ATM Lobby,IVIS8339C2,IDFC,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 14s
1.18547E+17,SBI-Mumbai-Agarwal Nagar Nalasopra East,Lobby Camera 2,IVIS2797C2,SBI-MUMBAI,5/12/2019 10:38,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 17s
1.18547E+17,JFS-MH-Mumbai-Virar,GL Desk,IVIS5519C4,JFS,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18547E+17,TSI-AB-Hyderabad-Ramnagar Gundu Chowrastha,Lobby Camera 1,IVIS4193C1,TSI-AB,5/12/2019 10:38,Manual Wall,Video Loss,No threat perceived,0d 0h 0m 39s
1.18547E+17,BOB-AP-Vizag-Seethammadara NE layout Onsite,Lobby,IVIS7228C1,BOB,5/12/2019 10:38,Manual Wall,Panic Switch,Slow Site/Not Playing,0d 0h 0m 33s
1.18547E+17,JFS-WB-Kolkata-Jadavpur,Entrance,IVIS5592C2,JFS,5/12/2019 10:38,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 18s
1.18547E+17,Central Bank ZO Bhopal-POC,Cam15,IVISC001C8,CBI-POC,5/12/2019 10:38,Team Member,Camera Event,False Activity,0d 0h 0m 18s
1.18547E+17,IDFC-BP-TN-Chennai-T Nagar,ATM Lobby,IVIS8343C4,IDFC,5/12/2019 10:38,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 55s
1.18547E+17,JFS-WB-Kolkata-Sodepur,Bank Teller & Bank Vault,IVIS7119C6,JFS,5/12/2019 10:38,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 29s
1.18547E+17,SBI-Lucknow-Varanasi-Chandpur,Backroom,IVIS10161C3,SBI-Lucknow,5/12/2019 10:38,Team Member,Crowd,ATM Transaction,0d 0h 1m 41s
1.18547E+17,IDFC-BP-MH-Mumbai-Bandra West-30th Road,Main Entrance,IVIS8338C8,IDFC,5/12/2019 10:38,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 20s
1.18547E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:38,Team Member,Video Loss,False Activity,0d 0h 0m 17s
1.18547E+17,SBI-Lucknow-Kanpur-Ganga Vihar Colony,Lobby,IVIS10126C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Helmet,Guard/Staff On Site,0d 0h 1m 43s
1.18547E+17,SBI-Lucknow-Allahabad-Newkatra Beli Rd,Lobby,IVIS10122C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 43s
1.18547E+17,IDFC-BP-MH-Mumbai-Andheri East-Everest Chambers,ATM Lobby,IVIS6091C2,IDFC,5/12/2019 10:37,Team Member,Camera Event,ATM Transaction,0d 0h 0m 44s
1.18547E+17,IDFC-BP-MH-Thane Ram Maruti Road,ATM Lobby,IVIS8337C2,IDFC,5/12/2019 10:37,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 19s
1.18547E+17,IDFC-BP-MH-Mumbai-Bandra West-30th Road,Entrance & Lobby,IVIS8338C2,IDFC,5/12/2019 10:37,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 31s
1.18547E+17,ICICI-Guntur-Lakshmi Puram,ATM Lobby-1,IVISIB01C9,ICICI-POC,5/12/2019 10:37,Team Member,Camera Event,ATM Transaction,0d 0h 0m 42s
1.18547E+17,JFS-CG-Raipur-Dhamtari Municipality,Teller Front View,IVIS5540C2,JFS,5/12/2019 10:37,Manual Wall,Camera Event,No threat perceived,0d 0h 0m 43s
1.18547E+17,JFS-MP-Bhopal-Pipariya,Main Entrance,IVIS5528C7,JFS,5/12/2019 10:37,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 22s
1.18547E+17,IDFC-BB-RJ-Ugariyawas,Entrance,IVIS5234C2,IDFC,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18547E+17,IDFC-BP-MH-Mumbai-Bandra West-30th Road,Teller-1,IVIS8338C1,IDFC,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 19s
1.18547E+17,SBI-Lucknow-Varanasi-Kajjakpura,Lobby,IVIS10133C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Helmet,ATM Transaction,0d 0h 1m 51s
1.18547E+17,JFS-WB-Kolkata-Kadamtala,Bank Lobby,IVIS5580C4,JFS,5/12/2019 10:37,Manual Wall,Camera Event,Staff on site,0d 0h 1m 6s
1.18547E+17,IDFC-BB-MP-Ratlam,Shutter/Lobby,IVIS5240C2,IDFC,5/12/2019 10:37,Manual Wall,Camera Event,Slow Site/Not Playing,0d 0h 0m 57s
1.18547E+17,BOB-MH-Mum-Mira Rd Shanti Nagar Offsite,Lobby,IVIS6458C1,BOB,5/12/2019 10:37,Team Member,Backdoor Sensor,ATM Transaction,0d 0h 0m 24s
1.18547E+17,JSFB-PB-Bathinda-Rampura Phul,Lobby,IVIS10703C5,JFS,5/12/2019 10:37,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 20s
1.18547E+17,TSI-AB-Secunderabad-Snehapuri Colony Nagole,Lobby Camera 1,IVIS2860C1,TSI-AB,5/12/2019 10:37,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 18s
1.18547E+17,CBI-MP-Indore-Neemuch CRPF Onsite,Lobby,IVIS5982C1,CBI,5/12/2019 10:37,Team Member,Fire Smoke Sensor,False Activity,0d 0h 0m 21s
1.18547E+17,JFS-WB-Singur,GL Desk,IVIS8314C7,JFS,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 18s
1.18547E+17,IDFC-BB-MP-Ratlam,Teller-1,IVIS5240C1,IDFC,5/12/2019 10:37,Manual Wall,Camera Event,Slow Site/Not Playing,0d 0h 0m 41s
1.18547E+17,SBI-HYD-Jagtial New Bus Stand,Lobby Camera 1,IVIS3127C1,SBI-HYD,5/12/2019 10:37,Team Member,Metal_Backdoor,False Activity,0d 0h 0m 13s
1.18547E+17,SBI-HYD-Jagtial New Bus Stand,Lobby Camera 1,IVIS3127C1,SBI-HYD,5/12/2019 10:37,Team Member,Metal_Backdoor,False Activity,0d 0h 0m 12s
1.18547E+17,CBI-AP-Guntur-Tumuluru,Lobby Camera 1,IVIS10957C1,CBI,5/12/2019 10:37,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 21s
1.18547E+17,BOB-JH-Jamshedpur-Parsudih Kaarandih Offsite,Lobby,IVIS10406C1,BOB,5/12/2019 10:37,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 1m 29s
1.18547E+17,JFS-WB-Singur,Strong Room,IVIS8314C2,JFS,5/12/2019 10:37,Manual Wall,Camera Event,No threat perceived,0d 0h 1m 5s
1.18547E+17,JFS-WB-Kolkata-Kadamtala,Branch Entrance,IVIS5580C3,JFS,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 28s
1.18547E+17,BOB-RJ-Alwar-Bhiwadi RIICO Chowk Onsite,Lobby,IVIS7162C1,BOB,5/12/2019 10:37,Team Member,Video Loss,False Activity,0d 0h 0m 24s
1.18547E+17,SBI-Lucknow-Golaganj Jagat Narain Rd,Lobby,IVIS10077C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Helmet,Guard/Staff On Site,0d 0h 1m 47s
1.18547E+17,SBI-Chennai-Thavittu Santhi Madurai,Lobby,IVIS1536C1,SBI-CHE,5/12/2019 10:37,Team Member,Vibration_ATM2,ATM Transaction,0d 0h 0m 32s
1.18547E+17,Central Bank ZO Bhopal-POC,Cam11,IVISC001C4,CBI-POC,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 12s
1.18547E+17,IDFC-BP-MH-Thane Ram Maruti Road,Strong Room,IVIS8337C6,IDFC,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18547E+17,TSI-AB-Hyderabad-Gram  Panchayat Office  Shankarpally,Lobby Camera 1,IVIS4177C1,TSI-AB,5/12/2019 10:37,Manual Wall,Video Loss,No threat perceived,0d 0h 1m 20s
1.18547E+17,SBI-HYD-Jubliee Hills SBI Quarters,Lobby Camera 1,IVIS4891C1,SBI-HYD,5/12/2019 10:37,Team Member,Metal_UPS,False Activity,0d 0h 0m 27s
1.18547E+17,SBI-Lucknow-Kanpur-Barra Sabji Mandi,Lobby,IVIS10102C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 22s
1.18547E+17,IDFC-Delhi-NFC Branch,ATM Lobby,IVIS6097C2,IDFC,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18547E+17,BOB-Delhi-Vikram Tower Pusa Rd Onsite,Lobby,IVIS6209C1,BOB,5/12/2019 10:37,Team Member,Backdoor Sensor,False Activity,0d 0h 1m 0s
1.18547E+17,SBI-Lucknow-Moradabad-Mandi Chowk,Lobby,IVIS10091C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Crowd,ATM Transaction,0d 0h 1m 42s
1.18547E+17,TSI-AB-Hyderabad-Sarovar Complex Saifabad,Lobby Camera 1,IVIS3084C1,TSI-AB,5/12/2019 10:37,Manual Wall,Vibration_ATM1,No threat perceived,0d 0h 0m 40s
1.18547E+17,TSI-AB-Vizag-Gowri Grandhalayam Gavarapalem,Lobby Camera 1,IVIS2750C1,TSI-AB,5/12/2019 10:37,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 16s
1.18547E+17,BOB-PB-Jalandar Laily Complex Onsite,Lobby,IVIS7662C1,BOB,5/12/2019 10:37,Team Member,Hood Sensor,ATM Transaction,0d 0h 0m 57s
1.18547E+17,JFS-MH-Mumbai-Ghatkopar,Entrance,IVIS5571C4,JFS,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 25s
1.18547E+17,SBI-Lucknow-Narhi Seth Ramjas Rd,Lobby,IVIS10065C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Helmet,ATM Transaction,0d 0h 1m 45s
1.18547E+17,BOB-Delhi-Sadar Bazar Onsite,Pinhole,IVIS6252C2,BOB,5/12/2019 10:37,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 39s
1.18547E+17,TSI-AB-Vizag-Vinayaka Nagar,Lobby Camera 1,IVIS2707C1,TSI-AB,5/12/2019 10:37,Manual Wall,GUARD_TOUR,ATM Transaction,0d 0h 1m 23s
1.18547E+17,BOB-TN-Ramanathapuram-Mandapam Onsite,Lobby,IVIS7673C1,BOB,5/12/2019 10:37,Team Member,ATM1 Chest Door Sensor,ATM Transaction,0d 0h 1m 9s
1.18547E+17,JFS-MH-Thane-Panchpakhdi,GL Desk,IVIS8290C4,JFS,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 15s
1.18547E+17,BOB-RJ-Sirohi-Durga Hotel Compound Onsite,Lobby,IVIS8792C1,BOB,5/12/2019 10:37,Team Member,ATM1 Chest Door Sensor,False Activity,0d 0h 0m 45s
1.18547E+17,SBI-Lucknow-Mall Godown,Lobby,IVIS10105C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Helmet,ATM Transaction,0d 0h 1m 46s
1.18547E+17,SBI-Lucknow-Allahabad-Pura Dalelbagh Ambari,Lobby,IVIS10143C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 40s
1.18547E+17,CBI-MP-JBP-Shahdol Sohagpur Branch,Lobby Camera ,IVIS5809C1,CBI,5/12/2019 10:37,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 18s
1.18547E+17,SBI-Lucknow-Moradabad-Khushalpur,Lobby,IVIS10097C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 23s
1.18547E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:37,Team Member,Video Loss,False Activity,0d 0h 0m 40s
1.18547E+17,TSI-AB ANGRAU Campus Rajendra Nagar Hyd,Pin Hole Camera 4,IVIS2769C4,TSI-AB,5/12/2019 10:37,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 33s
1.18547E+17,IDFC-BP-MH-Mum-Borivali,ATM Lobby,IVIS8339C2,IDFC,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 28s
1.18547E+17,JSFB-HR-Rewari-Naiwali Chowk,GL Desk,IVIS10698C4,JFS,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 13s
1.18547E+17,JFS-KTK-Mysore-KG Koppalu,Entrance,IVIS8323C3,JFS,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 16s
1.18547E+17,CBI-MP-Indore-Tal Offsite,Lobby,IVIS5929C1,CBI,5/12/2019 10:37,Team Member,Fire Smoke Sensor,ATM Transaction,0d 0h 0m 18s
1.18547E+17,SBI-Lucknow-Sonebhadra-Swgatdwar,Lobby,IVIS10146C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Crowd,Guard/Staff On Site,0d 0h 1m 49s
1.18547E+17,IDFC-BP-KTK-Sarjapur Road Bellandur Branch,ATM Lobby ,IVIS8341C1,IDFC,5/12/2019 10:37,Team Member,Camera Event,ATM Transaction,0d 0h 0m 45s
1.18547E+17,Central Bank ZO Bhopal-POC,Cam10,IVISC001C3,CBI-POC,5/12/2019 10:37,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 20s
1.18547E+17,JFS-TN-Thanjavur-Arulanandha Nagar,Lobby,IVIS8299C3,JFS,5/12/2019 10:37,Manual Wall,Camera Event,No threat perceived,0d 0h 0m 57s
1.18547E+17,IDFC-BB-MP-Ratlam,Teller-2,IVIS5240C5,IDFC,5/12/2019 10:37,Manual Wall,Camera Event,Slow Site/Not Playing,0d 0h 0m 27s
1.18547E+17,JSFB-PB-Bathinda-Rampura Phul,Bank Teller & Bank Vault,IVIS10703C3,JFS,5/12/2019 10:37,Manual Wall,Camera Event,Staff on site,0d 0h 0m 35s
1.18547E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:37,Team Member,Video Loss,ATM Transaction,0d 0h 0m 26s
1.18547E+17,ICICI-Guntur-Lakshmi Puram,Branch Entrance,IVISIB01C11,ICICI-POC,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 31s
1.18547E+17,JSFB-MP-Bhopal-Sonagiri Sec-A,GL Desk,IVIS10697C2,JFS,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18546E+17,SBI-HYD-Civil Court Chetta Bazar,Lobby Camera 1,IVIS2472C1,SBI-HYD,5/12/2019 10:37,Team Member,Plastic_ATM2_Door,False Activity,0d 0h 0m 14s
1.18547E+17,IDFC-BP-UP-Noida Sector-18,ATM Lobby,IVIS6094C11,IDFC,5/12/2019 10:37,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 31s
1.18547E+17,Central Bank ZO Bhopal-POC,Cam15,IVISC001C8,CBI-POC,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 23s
1.18547E+17,BOB-RJ-Sirohi-Raj Laxmi Tower Onsite,Lobby,IVIS10489C1,BOB,5/12/2019 10:37,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 42s
1.18547E+17,BOB-JH-Latehar-Thana Chowk Onsite,Lobby,IVIS10818C1,BOB,5/12/2019 10:37,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 49s
1.18547E+17,IDFC-BP-MH-Mumbai-Mulund,Entrance & Lobby,IVIS5542C8,IDFC,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 18s
1.18546E+17,SBI-HYD-Civil Court Chetta Bazar,Lobby Camera 1,IVIS2472C1,SBI-HYD,5/12/2019 10:37,Team Member,Metal_UPS,False Activity,0d 0h 0m 13s
1.18547E+17,BOB-Delhi-Sector-8 Rohini Onsite,Backroom,IVIS6156C3,BOB,5/12/2019 10:37,Team Member,Video Loss,False Activity,0d 0h 0m 47s
1.18547E+17,BOB-RJ-Sanchore-Amar Palace Offsite,Backroom,IVIS10272C3,BOB,5/12/2019 10:37,Team Member,Digitall Door Open Sensor ,False Activity,0d 0h 0m 38s
1.18547E+17,BOB-CH-Chandigarh-Lahora Main Market Onsite,Lobby,IVIS7463C1,BOB,5/12/2019 10:37,Team Member,Backdoor Sensor,ATM Transaction,0d 0h 0m 21s
1.18546E+17,SBI-HYD-Civil Court Chetta Bazar,Lobby Camera 1,IVIS2472C1,SBI-HYD,5/12/2019 10:37,Team Member,Plastic_ATM2_Door,False Activity,0d 0h 0m 15s
1.18547E+17,SBI-Lucknow-Odean Cinema Cantt,Lobby,IVIS10098C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 46s
1.18547E+17,IDFC-BP-UP-Noida Sector-18,ATM Lobby-1,IVIS6094C1,IDFC,5/12/2019 10:37,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 23s
1.18547E+17,SBI-Lucknow-Odean Cinema Cantt,Lobby,IVIS10098C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Crowd,ATM Transaction,0d 0h 1m 31s
1.18547E+17,SBI-Lucknow-Varanasi-Kajjakpura,Lobby,IVIS10133C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Loitering,ATM Transaction,0d 0h 1m 31s
1.18547E+17,JSFB-SK-Gangtok-Hotel Central Point,Entrance,IVIS11091C3,JFS,5/12/2019 10:37,Manual Wall,Camera Event,No threat perceived,0d 0h 1m 23s
1.18547E+17,BOB-TN-Namakkal-Rasipuram TVS Street Onsite,Lobby,IVIS7520C1,BOB,5/12/2019 10:37,Team Member,Check Box Floor,ATM Transaction,0d 0h 0m 21s
1.18547E+17,JFS-CG-Raigarh-Dhimrapur Road,Shutter/ATM Lobby,IVIS5545C4,JFS,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 25s
1.18547E+17,SBI-Lucknow-Moradabad-Jama Masjid,Lobby,IVIS10061C1,SBI-Lucknow,5/12/2019 10:37,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 21s
1.18547E+17,JFS-TN-Madurai-Nagercoil,Entrance & Lobby,IVIS8277C3,JFS,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 27s
1.18547E+17,JFS-GJ-Ahmedabad-Ghatlodiya,Outdoor,IVIS5515C3,JFS,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 15s
1.18547E+17,JFS-MH-Pune-Vishranthwadi,Meeting Hall,IVIS8308C5,JFS,5/12/2019 10:37,Team Member,Camera Event,False Activity,0d 0h 0m 14s
1.18547E+17,SBI-Lucknow-Moradabad-KGK Homeo Medical,Lobby,IVIS10010C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 24s
1.18547E+17,SBI-Mumbai-Yavatmal-Umersa Theenfoto Chowk,Lobby Camera 1,IVIS3801C1,SBI-MUMBAI,5/12/2019 10:36,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 37s
1.18547E+17,Central Bank ZO Bhopal-POC,Cam2,IVISC001C10,CBI-POC,5/12/2019 10:36,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 39s
1.18547E+17,JFS-MH-Aurangabad-Barshi,Bank Lobby,IVIS8297C4,JFS,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 13s
1.18547E+17,IDFC-BP-KTK-Indira Nagar,ATM Lobby,IVIS8334C5,IDFC,5/12/2019 10:36,Team Member,Camera Event,False Activity,0d 0h 0m 16s
1.18547E+17,SBI-Lucknow-Varanasi-Ramkatora,Lobby,IVIS10166C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Crowd,ATM Transaction,0d 0h 1m 34s
1.18547E+17,SBI-Amaravati-Gudivada-Bus Stand,Lobby Camera 1,IVIS3472C1,SBI-Amaravati,5/12/2019 10:36,Team Member,Vibration_ATM2,False Activity,0d 0h 0m 17s
1.18547E+17,SBI-Lucknow-Kanpur-City Club,Lobby,IVIS10153C1,SBI-Lucknow,5/12/2019 10:36,Team Member,Loitering,Guard/Staff On Site,0d 0h 1m 28s
1.18547E+17,JFS-MH-Pune-Nigadi,GL Desk,IVIS8272C5,JFS,5/12/2019 10:36,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 12s
