1.18546E+17,SBI-Lucknow-Allahabad-Pura Dalelbagh Ambari,Lobby,IVIS10143C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Loitering,Camera Disconnect,0d 0h 1m 56s
1.18546E+17,IDFC-BP-KL-Cochin,Entrance & Lobby,IVIS5627C1,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 27s
1.18546E+17,IDFC-BP-KTK-Koramagala,ATM Lobby,IVIS6111C5,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 26s
1.18546E+17,BOB-RJ-Jaipur-Triveni Nagar Gopalpura School Offsite,Lobby,IVIS6770C1,BOB,5/12/2019 10:33,Team Member,PIR Sensor,ATM Transaction,0d 0h 0m 55s
1.18546E+17,BOB-TS-Hyd-Dilsukhnagar Offsite,Pinhole,IVIS7072C2,BOB,5/12/2019 10:33,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 47s
1.18546E+17,SBI-Lucknow-Sonebhadra-Swgatdwar,Lobby,IVIS10146C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Helmet,Guard/Staff On Site,0d 0h 2m 0s
1.18546E+17,BOB-UP-Ghaziabad-Shahibabad Shani Chowk Offsite,Pinhole,IVIS7173C2,BOB,5/12/2019 10:33,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 23s
1.18546E+17,SBI-HYD-Civil Court Chetta Bazar,Lobby Camera 1,IVIS2472C1,SBI-HYD,5/12/2019 10:33,Team Member,Plastic_ATM2_Door,False Activity,0d 0h 0m 14s
1.18546E+17,IDFC-BB-MP-Ratlam,Teller-2,IVIS5240C5,IDFC,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 13s
1.18546E+17,JFS-TN-Salem-Perundurai,Camera6,IVIS5533C6,JFS,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 21s
1.18546E+17,JFS-WB-Kolkata-Kadamtala,Bank Lobby,IVIS5580C4,JFS,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 24s
1.18546E+17,SBI-HYD-Civil Court Chetta Bazar,Lobby Camera 1,IVIS2472C1,SBI-HYD,5/12/2019 10:33,Team Member,Metal_UPS,False Activity,0d 0h 0m 14s
1.18546E+17,SBI-Lucknow-Kanpur-Trimurthi Mandir,Lobby,IVIS10130C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Helmet,ATM Transaction,0d 0h 2m 4s
1.18546E+17,IDFC-BP-MH-Mumbai-Malad,ATM Lobby,IVIS8349C2,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 14s
1.18546E+17,SBI-Lucknow-Varanasi-Jai Narain College,Lobby,IVIS10179C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 46s
1.18546E+17,CBI-MP-Chindwara-Chand Branch,Lobby Camera,IVIS5780C1,CBI,5/12/2019 10:33,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 21s
1.18546E+17,IDFC-BP-KTK-Whitefields,ATM Lobby,IVIS6876C6,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 20s
1.18546E+17,JFS-WB-Singur,Entrance & Lobby,IVIS8314C3,JFS,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 42s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:33,Team Member,Video Loss,False Activity,0d 0h 0m 11s
1.18546E+17,SBI-HYD-RTC X Road,Lobby,IVIS10041C1,SBI-HYD,5/12/2019 10:33,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 51s
1.18546E+17,TSI-AB-Hyderabad-B N Pharmacy College Santosh Nagar,Pin Hole Camera 4,IVIS4305C4,TSI-AB,5/12/2019 10:33,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 1m 5s
1.18546E+17,JFS-WB-Kolkata-Kadamtala,Branch Entrance,IVIS5580C3,JFS,5/12/2019 10:32,Manual Wall,Camera Event,No threat perceived,0d 0h 1m 2s
1.18546E+17,SBI-AHMD-Rajkot-Gayatri Nagar Main Road,Lobby Camera 1,IVIS3449C1,SBI-AHD,5/12/2019 10:32,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 35s
1.18546E+17,SBI-Lucknow-Moti Nagar Charbagh,Lobby Camera 1,IVIS5003C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Metal_UPS,False Activity,0d 0h 0m 13s
1.18546E+17,IDFC-BP-KTK-Indira Nagar,ATM Lobby,IVIS8334C5,IDFC,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 26s
1.18546E+17,IDFC-BP-MH-Thane,ATM Lobby,IVIS6092C2,IDFC,5/12/2019 10:32,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 22s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:32,Team Member,Video Loss,Guard/Staff On Site,0d 0h 1m 13s
1.18546E+17,IDFC-BP-MH-Mum-Bandra Kurla Complex,ATM Lobby,IVIS5103C2,IDFC,5/12/2019 10:32,Team Member,Camera Event,ATM Transaction,0d 0h 0m 20s
1.18546E+17,BOB-BR-Gaya-Budhgere Onsite,Lobby,IVIS10683C1,BOB,5/12/2019 10:32,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 25s
1.18546E+17,SBI-Lucknow-Odean Cinema Cantt,Lobby,IVIS10098C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Helmet,ATM Transaction,0d 0h 2m 18s
1.18546E+17,JFS-MH-Mumbai-Andheri East,Bank Teller & Bank Vault & GL Vault,IVIS8296C1,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 57s
1.18546E+17,JFS-MH-Mumbai-Virar,Bank Teller & Bank Vault,IVIS5519C2,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 22s
1.18546E+17,SBI-Lucknow-Varanasi-Lanka,Lobby,IVIS10173C3,SBI-Lucknow,5/12/2019 10:32,Team Member,Crowd,ATM Transaction,0d 0h 2m 19s
1.18546E+17,SBI-Lucknow-Narhi Seth Ramjas Rd,Lobby,IVIS10065C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Loitering,ATM Transaction,0d 0h 2m 20s
1.18546E+17,SBI-Lucknow-Moradabad-KGK Homeo Medical,Lobby,IVIS10010C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 18s
1.18546E+17,IDFC-BP-KTK-Kalidas Road Mysore,ATM Lobby,IVIS5498C8,IDFC,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 24s
1.18546E+17,SBI-Lucknow-Varanasi-Bhelupur Jal Sansthan,Lobby,IVIS10157C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 7s
1.18546E+17,IDFC-BB-MP-Ratlam,Strong Room,IVIS5240C3,IDFC,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 14s
1.18546E+17,CBI-MP-JBP-Shahdol Sohagpur Branch,Lobby Camera ,IVIS5809C1,CBI,5/12/2019 10:32,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 15s
1.18546E+17,JFS-WB-Kolkata-Jadavpur,Entrance,IVIS5592C2,JFS,5/12/2019 10:32,Manual Wall,Camera Event,No threat perceived,0d 0h 1m 11s
1.18546E+17,IDFC-BP-MH-Mum-Siddhi Vinayak Temple Prabhadevi,ATM Lobby,IVIS5100C3,IDFC,5/12/2019 10:32,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 14s
1.18546E+17,IDFC-BP-MH-Mumbai-Bandra West-30th Road,Main Entrance,IVIS8338C8,IDFC,5/12/2019 10:32,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 36s
1.18546E+17,BOB-RJ-Dausa-Mahwa Bus Stand Onsite,Lobby,IVIS10237C1,BOB,5/12/2019 10:32,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 33s
1.18546E+17,SBI-HYD-Godhavarikhani Jallaram,Lobby Camera 1,IVIS3181C1,SBI-HYD,5/12/2019 10:32,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 58s
1.18546E+17,SBI-Amaravati-Nellore-Vedayapalem,Lobby Camera 1,IVIS2409C1,SBI-Amaravati,5/12/2019 10:32,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 50s
1.18546E+17,JFS-WB-Kolkata-Thakurpukur,Entrance,IVIS5607C5,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 11s
1.18546E+17,TSI-AB Amberpet Road No 6 Hyderabad,Lobby Camera 1,IVIS2695C1,TSI-AB,5/12/2019 10:32,Manual Wall,GUARD_TOUR,No threat perceived,0d 0h 5m 12s
1.18546E+17,TSI-AB-Secunderabad-Vani Nagar Malkajgiri,Lobby Camera 1,IVIS2693C1,TSI-AB,5/12/2019 10:32,Team Member,GUARD_TOUR,False Activity,0d 0h 0m 42s
1.18546E+17,CBI-AP-Bhimavaram-Attili Main Rd Offsite,Lobby Camera 1,IVIS8241C1,CBI,5/12/2019 10:32,Team Member,ATM1 Floor Sensor,False Activity,0d 0h 0m 35s
1.18546E+17,JFS-TN-Thanjavur-Arulanandha Nagar,Bank Entrance,IVIS8299C1,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18546E+17,TSI-AB-Hyderabad-Balanagar X Roads,Lobby Camera 1,IVIS2624C1,TSI-AB,5/12/2019 10:32,Team Member,Metal_UPS,False Activity,0d 0h 0m 21s
1.18546E+17,SBI-HYD-Warangal Mogullapalle,Lobby Camera 1,IVIS3175C1,SBI-HYD,5/12/2019 10:32,Team Member,GUARD_TOUR,False Activity,0d 0h 0m 18s
1.18546E+17,SBI-Bhopal-Jabalpur-Karmeta,Lobby Camera 1,IVIS4067C1,SBI-Bhopal,5/12/2019 10:32,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 16s
1.18546E+17,BOB-AP-Vizag-Murali Nagar Onsite,Pinhole,IVIS7218C2,BOB,5/12/2019 10:32,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 27s
1.18546E+17,BOB-AP-Vizag-Murali Nagar Onsite,Lobby,IVIS7218C1,BOB,5/12/2019 10:32,Team Member,ATM1 Vibration Sensor,False Activity,0d 0h 0m 17s
1.18546E+17,SBI-Bhopal-Bhilai-Charoda,Lobby Camera 1,IVIS3362C1,SBI-Bhopal,5/12/2019 10:32,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 13s
1.18546E+17,JFS-MH-Auranagabad-Latur 2,Entrance & Lobby,IVIS8275C3,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18546E+17,SBI-Lucknow-Mirzapur-Bawli Chouraha,Lobby,IVIS10184C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Helmet,ATM Transaction,0d 0h 2m 23s
1.18546E+17,IDFC-BP-MH-Mumbai-Andheri East-Everest Chambers,Strong Room,IVIS6091C6,IDFC,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 15s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:32,Team Member,Video Loss,False Activity,0d 0h 0m 23s
1.18546E+17,JFS-KTK-Bangalore-Mahalakshmi Layout,Bank Lobby,IVIS8321C2,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18546E+17,JFS-MH-Pune-Kalewadi,Entrance Hall,IVIS8287C4,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18546E+17,SBI-Lucknow-Moradabad-Deputy Gunj Chouraha,Lobby,IVIS10072C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Crowd,ATM Transaction,0d 0h 2m 17s
1.18546E+17,SBI-Lucknow-Bareilly-Kishore Bazar,Lobby,IVIS10067C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Crowd,ATM Transaction,0d 0h 2m 14s
1.18546E+17,SBI-Lucknow-Bareilly-Vrindavan Colony,Lobby,IVIS10068C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 11s
1.18546E+17,UBI-HP-Solan-Baddi Branch,Backroom Camera 3,IVIS5336C3,UBI,5/12/2019 10:32,Manual Wall,Glass Break sensor,Slow Site/Not Playing,0d 0h 0m 33s
1.18546E+17,JFS-MP-Bhopal-Gwalior1,Lobby,IVIS5594C2,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18546E+17,SBI-Lucknow-Allahabad-Muratganj Branch,Lobby Camera 1,IVIS3653C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 41s
1.18546E+17,JFS-WB-Kolkata-Swarup Nagar,Bank Teller,IVIS5566C4,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 21s
1.18546E+17,BOB-RJ-Udaipur-Kalkamata Rd Offsite,Pinhole,IVIS8681C2,BOB,5/12/2019 10:32,Team Member,Glass Break Sensor,House Keeping,0d 0h 0m 38s
1.18546E+17,JFS-MH-Pune-Ichalkaranji,GL Desk,IVIS5502C4,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 24s
1.18546E+17,TSI-AB-Bhogapuram Branch,Lobby Camera 1,IVIS2626C1,TSI-AB,5/12/2019 10:32,Manual Wall,PIR Sensor,ATM Transaction,0d 0h 5m 4s
1.18546E+17,SBI-Lucknow-Narhi Seth Ramjas Rd,Lobby,IVIS10065C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Helmet,ATM Transaction,0d 0h 2m 17s
1.18546E+17,JFS-TN-Madurai-Nagercoil,Bank Lobby-2,IVIS8277C4,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 16s
1.18546E+17,BOB-KTK-Belgaum-Chikodi Bazar St Onsite,Lobby,IVIS7518C1,BOB,5/12/2019 10:32,Team Member,Hood Sensor,ATM Transaction,0d 0h 1m 28s
1.18546E+17,IDFC-BP-UP-Noida Sector-18,ATM Lobby,IVIS6094C11,IDFC,5/12/2019 10:32,Team Member,Camera Event,Guard/Staff On Site,0d 0h 1m 18s
1.18546E+17,TSI-AB-Hyderabad-Himayath Nagar,Lobby Camera 1,IVIS2818C1,TSI-AB,5/12/2019 10:32,Team Member,IVIS2818C1,False Activity,0d 0h 0m 31s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:32,Team Member,Video Loss,False Activity,0d 0h 0m 18s
1.18546E+17,Central Bank ZO Bhopal-POC,Cam14,IVISC001C7,CBI-POC,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18546E+17,IDFC-BP-TN-Chennai-Alwarpet,Entrance & ATM Lobby,IVIS5731C6,IDFC,5/12/2019 10:32,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 15s
1.18546E+17,JSFB-PB-Bathinda-Rampura Phul,Entrance & Lobby,IVIS10703C1,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 29s
1.18546E+17,SBI-Amaravati-Ongole-Court Circle,Lobby Camera 2,IVIS1575C2,SBI-Amaravati,5/12/2019 10:32,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 49s
1.18546E+17,JFS-WB-Kolkata-Sithi,Lobby,IVIS5572C2,JFS,5/12/2019 10:32,Manual Wall,Camera Event,No threat perceived,0d 0h 0m 31s
1.18546E+17,IDFC-BB-KTK-Muchandi,Shutter/Lobby,IVIS5125C1,IDFC,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 1m 20s
1.18546E+17,JFS-MH-Aurangabad 2-Baba Petrol Pump,Lobby,IVIS5563C3,JFS,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 28s
1.18546E+17,SBI-Mumbai-Main Road Uchagaon Kolhapur,Lobby Camera 1,IVIS3058C1,SBI-MUMBAI,5/12/2019 10:32,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 13s
1.18546E+17,CBI-MP-Bhopal-Gulmohar P O Onsite,Lobby,IVIS8601C1,CBI,5/12/2019 10:32,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 28s
1.18546E+17,IDFC-BP-MH-Thane Ram Maruti Road,Strong Room,IVIS8337C6,IDFC,5/12/2019 10:32,Team Member,Camera Event,False Activity,0d 0h 0m 12s
1.18546E+17,TSI-AB-Srikakulam-G Sigadam,Backroom Camera 3,IVIS2565C3,TSI-AB,5/12/2019 10:32,Manual Wall,Digitall Removal Sensor,No threat perceived,0d 0h 5m 7s
1.18546E+17,TSI-AB-Hyderabad-Rallaguda Rd Shamshabad,Lobby Camera 1,IVIS3190C1,TSI-AB,5/12/2019 10:32,Team Member,Plastic_ATM1_Door,ATM Transaction,0d 0h 0m 31s
1.18546E+17,Central Bank ZO Bhopal-POC,Cam11,IVISC001C4,CBI-POC,5/12/2019 10:32,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 19s
1.18546E+17,SBI-Lucknow-Kanpur-City Club,Lobby,IVIS10153C1,SBI-Lucknow,5/12/2019 10:32,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 36s
1.18546E+17,SBI-Mumbai-Agarwal Nagar Nalasopra East,Lobby Camera 2,IVIS2797C2,SBI-MUMBAI,5/12/2019 10:32,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 18s
1.18546E+17,SBI-Lucknow-Varanasi-Lanka,Lobby,IVIS10173C3,SBI-Lucknow,5/12/2019 10:32,Team Member,Helmet,ATM Transaction,0d 0h 2m 26s
1.18546E+17,CBI-GJ-Surat-Gangadhara Branch,Lobby Camera 1,IVIS5679C1,CBI,5/12/2019 10:32,Team Member,Fire Smoke Sensor,False Activity,0d 0h 0m 13s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:32,Team Member,Video Loss,Guard/Staff On Site,0d 0h 0m 14s
1.18546E+17,SBI-Mumbai-IOCL PP Jaysinghpur Kolhapur,Lobby Camera 2,IVIS3044C2,SBI-MUMBAI,5/12/2019 10:31,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 41s
1.18546E+17,BOB-Delhi-Rohini Sec-6 Offsite,Lobby,IVIS10659C1,BOB,5/12/2019 10:31,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 30s
1.18546E+17,SBI-Lucknow-Varanasi-Chandpur,Backroom,IVIS10161C3,SBI-Lucknow,5/12/2019 10:31,Team Member,Helmet,ATM Transaction,0d 0h 2m 12s
1.18546E+17,SBI-Lucknow-Kanpur-Darshanpurwa,Lobby,IVIS10131C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 13s
1.18546E+17,IDFC-BP-KTK-Indira Nagar,ATM Lobby,IVIS8334C5,IDFC,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 1m 29s
1.18546E+17,SBI-Lucknow-Somiyanagar,Lobby Camera 2,IVIS3187C2,SBI-Lucknow,5/12/2019 10:31,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 18s
1.18546E+17,SBI-Lucknow-Kanpur-Shivnagar Masuwapur,Lobby,IVIS10144C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Crowd,ATM Transaction,0d 0h 2m 13s
1.18546E+17,CBI-GJ-Baroda-Angadh Branch,Lobby Camera 1,IVIS5774C1,CBI,5/12/2019 10:31,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 36s
1.18546E+17,ICICI-Guntur-Lakshmi Puram,ATM Lobby-1,IVISIB01C9,ICICI-POC,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18546E+17,SBI-Lucknow-Kanpur-Raj Press Road,Lobby,IVIS10117C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 13s
1.18546E+17,SBI-Lucknow-Balaganj Chauraha,Lobby,IVIS10109C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Helmet,ATM Transaction,0d 0h 2m 13s
1.18546E+17,JSFB-Bihar-Patna-Machuatoli,Entrance & Lobby,IVIS10705C6,JFS,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 22s
1.18546E+17,BOB-BR-Muzaffarpur-Fatehpur Onsite,Lobby,IVIS10787C1,BOB,5/12/2019 10:31,Team Member,Backdoor Sensor,False Activity,0d 0h 1m 36s
1.18546E+17,TSI-AB-Vizag-Sec 5 Steel Plant Township,Lobby Camera 1,IVIS2762C1,TSI-AB,5/12/2019 10:31,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 31s
1.18546E+17,JFS-TN-Madurai-Nagercoil,Entrance & Lobby,IVIS8277C3,JFS,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18546E+17,SBI-Lucknow-Varanasi-Babatpur Branch,Lobby Camera 1,IVIS4250C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 34s
1.18546E+17,IDFC-BP-MH-Mumbai-Mulund,Entrance & Lobby,IVIS5542C8,IDFC,5/12/2019 10:31,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 24s
1.18546E+17,JFS-MH-Nanded 2,Entrance & Lobby,IVIS8289C2,JFS,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 15s
1.18546E+17,SBI-Amaravati-Rajahmundry-Syamala Theatre,Lobby Camera 1,IVIS4743C1,SBI-Amaravati,5/12/2019 10:31,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 12s
1.18546E+17,CBI-MP-Ujjain-Nagda Offsite,Lobby Camera 1,IVIS5957C1,CBI,5/12/2019 10:31,Team Member,Fire Smoke Sensor,False Activity,0d 0h 0m 15s
1.18546E+17,BOB-TN-Tirupur-Pethapampatti V G Bldng Onsite,Backroom,IVIS6849C3,BOB,5/12/2019 10:31,Team Member,Video Loss,False Activity,0d 0h 0m 17s
1.18546E+17,IDFC-BP-TN-Chennai-T Nagar,ATM Lobby,IVIS8343C4,IDFC,5/12/2019 10:31,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 50s
1.18546E+17,IDFC-BP-UP-Noida Sector-18,ATM Lobby-1,IVIS6094C1,IDFC,5/12/2019 10:31,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 14s
1.18546E+17,SBI-Lucknow-Varanasi-Kabir Chauraha,Lobby,IVIS10158C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Helmet,ATM Transaction,0d 0h 2m 22s
1.18546E+17,IDFC-BB-MP-Ratlam,Teller-1,IVIS5240C1,IDFC,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 13s
1.18546E+17,TSI-AB-Hyderabad-Anand Nagar Colony Khairatabad,Lobby Camera,IVIS5046C1,TSI-AB,5/12/2019 10:31,Team Member,Vibration_ATM2,ATM Transaction,0d 0h 0m 12s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:31,Team Member,Video Loss,False Activity,0d 0h 0m 21s
1.18546E+17,SBI-Chennai-Stanely College Old Jailroad,Lobby Camera 1,IVIS6037C1,SBI-CHE,5/12/2019 10:31,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 30s
1.18546E+17,TSI-AB-Hyderabad-Lalbangla Ameerpet,Lobby Camera 1,IVIS2689C1,TSI-AB,5/12/2019 10:31,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 23s
1.18546E+17,IDFC-BP-MH-Mumbai-Andheri West-Link Road,ATM Lobby,IVIS8348C6,IDFC,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 53s
1.18546E+17,JFS-MH-Thane-Panchpakhdi,GL Desk,IVIS8290C4,JFS,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 36s
1.18546E+17,JFS-KTK-Bangalore-Banaswadi,Gold Section,IVIS8291C4,JFS,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 15s
1.18546E+17,IDFC-BP-MH-Mum-Glamcent Chembur,Entrance-1,IVIS5099C2,IDFC,5/12/2019 10:31,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 12s
1.18546E+17,IDFC-BB-MP-Ratlam,Shutter/Lobby,IVIS5240C2,IDFC,5/12/2019 10:31,Manual Wall,Camera Event,Slow Site/Not Playing,0d 0h 1m 9s
1.18546E+17,SBI-Mumbai-Agarwal Nagar Nalasopra East,Lobby Camera 1,IVIS2797C1,SBI-MUMBAI,5/12/2019 10:31,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 39s
1.18546E+17,IDFC-BP-TS-Hyd-Raj Bhavan Rd Somajiguda,ATM Lobby,IVIS8319C2,IDFC,5/12/2019 10:31,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 12s
1.18546E+17,SBI-HYD-Begum Bazar,Lobby Camera 2,IVIS4776C2,SBI-HYD,5/12/2019 10:31,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 26s
1.18546E+17,TSI-AB-Hyderabad-Ring Road Branch Karmanghat,Lobby Camera 1,IVIS4191C1,TSI-AB,5/12/2019 10:31,Manual Wall,Smoke,No threat perceived,0d 0h 5m 1s
1.18546E+17,TSI-AB-Hyderabad-Aziz Bagh Colony Shaikpet,Lobby Camera 2,IVIS2845C2,TSI-AB,5/12/2019 10:31,Manual Wall,Vibration_Front_glass,Slow Site/Not Playing,0d 0h 5m 33s
1.18546E+17,SBI-Lucknow-Balaganj Chauraha,Lobby,IVIS10109C1,SBI-Lucknow,5/12/2019 10:31,Team Member,Crowd,ATM Transaction,0d 0h 2m 33s
1.18546E+17,SBI-Amaravati-Hindupur-Teachers Colony,Lobby Camera 1,IVIS4712C1,SBI-Amaravati,5/12/2019 10:31,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 17s
1.18546E+17,JFS-MH-Auranagabad-Jalgaon,Entrance & GL Desk,IVIS8286C1,JFS,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 34s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:31,Team Member,Video Loss,False Activity,0d 0h 0m 19s
1.18546E+17,JFS-WB-Singur,Entrance & Lobby,IVIS8314C3,JFS,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 19s
1.18546E+17,IDFC-BP-KTK-Indira Nagar,ATM Lobby,IVIS8334C5,IDFC,5/12/2019 10:31,Team Member,Camera Event,False Activity,0d 0h 0m 59s
1.18546E+17,SBI-Amaravati-Guntur-Naaz Center,Lobby Camera 2,IVIS4946C2,SBI-Amaravati,5/12/2019 10:31,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 26s
1.18546E+17,SBI-HYD-Attapur Janapriya Utopia,Lobby,IVIS10189C3,SBI-HYD,5/12/2019 10:31,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 52s
1.18546E+17,SBI-Bhopal-Dalli Rajahara-BSP Market,Lobby Camera 1,IVIS4447C1,SBI-Bhopal,5/12/2019 10:31,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 29s
